nom,street,postal_code,city,latitude,longitude,geocode_score,statut,objet,siret,mots_cles
UN AUTRE REGARD,16 RUE des léchères,74140,Douvaine,46.308769,6.299603,0.9632,Active,"la redistribution de nourriture issue ou non de la banque alimentaire de Haute-Savoie s'effectue aux gens du voyage toutes ethnies confondues du canton de Thonon, élargie selon accord de l'association ; actuellement le transport des vivres entre Annemasse et Thonon est effectué par la Banque  Alimentaire ; le stockage et la distribution s'effectuent dans la journée de livraison dans les conditions de fraîcheur définie par la Banque Alimentaire et selon la loi en vigueur ; un colis est remis à une famille sur la base d'un dossier établi par le service social ; l'aide alimentaire fournie par Un Autre regard n'est ni un droit, ni un dû à qui que ce soit : c'est une aide de dépannage temporaire, limitée dans le temps, en fonction des circonstances, les personnes et les familles sont admises après étude de leurs dossiers ; certes, les assistantes sociales adressent des personnes à Un Autre regard mais seul le bureau est responsable de l'acceptation ou pas des personnes au vu des dos",,aide alimentaire | banque alimentaire
LA COURTE ECHELLE,RUE des Lanches,74890,Bons-en-Chablais,46.269959,6.362854,0.9589,Active,la redistribution de nourriture produits issus de la banque alimentaire de la haute-savoie sur le secteur de bons-en-chablais le transport le stockage et la distribution se feront dans les conditions de fraîcher définies par la banque alimentaire unlieu d'accueil et d'information en direction du public demandeur de cette aide envoyé par les services sociaux,,banque alimentaire
ILANA KYLIAN DU LEMAN,19 RTE de vongy bât 13,74200,Thonon-les-Bains,46.380652,6.503044,0.7584,Active,"distribution alimentaire et d'objet du quotidien, et vêtements aux personnes les plus démunies dans le chablais",,distribution alimentaire
SOLID'R,4 AV du clos rouge,74200,Thonon-les-Bains,46.370721,6.495849,0.8042,Active,apporter une aide alimentaire et non alimentaire aux personnes dans le besoin,,aide alimentaire
ACTION SOLIDAIRE CHABLAIS,415 AV de l Eglise,74140,Sciez,46.328064,6.378335,0.8036,Active,"distribution de repas, boissons, vêtements, couvertures, produits d'hygiène aux sans-abris, distribution de colis alimentaires aux familles en difficultés financières dans le bas-chablais, organisation de sorties sportives",,colis alimentaire
AUX ARBRES CITOYENS ! CHABLAIS,14 IMP de Baisinge,74500,Publier,46.386819,6.570687,0.7838,Active,"organisation de collectes de fruits auprès de propriétaires d'arbres en ayant en excès, avec le soutien d'un réseau de bénévoles, et avec don de la majorité des fruits récoltés à des associations locales d'aide alimentaire pour personnes dans le besoin ; création et maintien à jour de bases de données pour les coordonnées des bénévoles et celles des propriétaires prêts à accueillir une collecte ; promotion des activités de l'association via les canaux médiatiques (presse, journaux locaux) et numériques (réseaux sociaux, newsletter d'associations partenaires) ; collaboration avec le réseau national ""Aux arbres citoyens ! """" basé à la Rochelle pour les aspects logistiques et de communication ",,aide alimentaire
EGLISE ÉVANGÉLIQUE VIE NOUVELLE,688 AV de Bonnatrait,74140,Sciez,46.333448,6.386952,0.8130,Active,"rassembler des personnes en vue de former une communaute de soutien et daccompagnement spirituelle dont le but principal est dameliorer la qualite de vie et de collaborer pour une societe saine ; assurer des reunions de sensibilisation et dedification des personnes ; organiser des cours de formations spirituelles dans le but de preparer les personnes a affronter les defis de la vie ; 
soutenir les personnes defavorisees notamment les orphelins, les veuves, les malades, les handicapes, exiles, enfants abandonnes, familles monoparentales, drogues, veuves, les sans-abri ; organiser des actions de sensibilisation axes sur des themes a savoir octobre rose, violence conjugale, relations humaines, etc ; assurer et organiser des ateliers de travail bases sur linsertion, lintegration, ladaptation des emigrants ; creer une banque alimentaire afin dapporter lapprovisionnement aux personnes qui nont pas de moyens ; et tous objets similaires, connexes ou complementaires ou susceptibles den favoriser la realisation ou le developpement",,banque alimentaire
ECHOS DE BETHLEHEM,785 CHEM1 de l'Estalot,33240,Saint-André-de-Cubzac,44.980149,-0.433886,0.8749,Active,"évangélisation par tous les moyens, extensibles aux autres continents, organisation de réunion d'évangélisation avec des serviteurs locaux et étrangers, création d'église évangélique, aide alimentaire aux nécessiteux, organisation de sortie culturelle, concert gospel",,aide alimentaire
ÉPICERIE SOLIDAIRE DU BLAYAIS,5 RUE Neuve,33390,Blaye,45.126049,-0.663313,0.9567,Active,"d'organiser et de promouvoir une épicerie solidaire en apportant une aide matérielle, principalement alimentaire, à un public en difficulté, fragilisé ou exclu ; Le principe vise à promouvoir l'autonomie et la dignité des personnes ; de rompre l'isolement, créer un lien social ; Pour cela des ateliers sur la vie quotidienne seront mis à la disposition des usagers (atelier culinaire, soutien scolaire, aide à l'outil informatique, etc ;de conclure des partenariats aussi bien avec des particuliers, des entreprises commerciales qu'avec des organismes institutionnels afin de permettre la faisabilité économique du projet et la pérennité de la structure ; de soutenir des projets de vie et de privilégier la mixité sociale;",,épicerie solidaire
EPICERIE SOCIALE 33,3 rue des roses,33240,Saint-Gervais,45.015335,-0.452944,0.9527,Active,cette association a pour objectif d'apporter une aide alimentaire à des personnes en difficultés,,aide alimentaire
MAISON NOUVEAU DÉPART,16 B RUE de la Trésorerie,33710,Bourg,45.043236,-0.13063,0.5610,Active,"apporter une aide alimentaire, matérielle et humaine aux personnes en situation de précarité, d'isolement ou de vulnérabilité, notamment aux personnes sans domicile, ainsi qu'à toute personne rencontrant des difficultés sociales, matérielles, professionnelles ou personnelles, afin de favoriser leur autonomie, leur stabilité et leurs perspectives d'avenir dans le respect de leur dignité, de leur liberté, de leur vie privée et de leurs convictions",,aide alimentaire
UN RELAIS POUR TA VIE,26 CHEM1 Lafon,33160,Saint-Médard-en-Jalles,44.882078,-0.700844,0.8709,Active,"mise en place de toute aide nécessaire (distribution de colis alimentaires, de repas chauds, petits mobiliers vêtements, linge de maison..., prise en charge conseils accomapgnements, suivis dans les démaeches administratives, destinées à toutes personnes se trouvant en état de précarité, de détresse ou vivant toutes formes d'addictions, création d'une coopérative, acquisitions et gestion de biens immobiliers,",,colis alimentaire
COFFEE BUS 33,20 AV de la République,33200,Bordeaux,44.840037,-0.600549,0.8526,Active,"proposer, au moyen d'un bus aménagé et équipé ou de toute autre structure adaptée, une relation d'aide et d'encourager les personnes de tous âges traversant des moments de vie difficiles, pour atteindre cet objectif, un bus se déplacera dans les limites du département de la Gironde, l'organisation d'un service gratuit ou à très faible participation financière de distributions de colis ou denrées alimentaires, en liaison avec la banque alimentaire ou tout autre organisme privé ou public sera assurée",,banque alimentaire
LA PASSERELLE,32 RUE Amédée Tastet,33290,Blanquefort,44.911008,-0.633276,0.9579,Active,"Coordonner l'action sociale des membres adhérents en matière d'aide alimentaire et permettre aux familles à revenus modestes de retrouver dignité et autonomie. Mener et animer un ensemble d'actions à but éducatif et social, assurer la gestion des logements d'urgence.",,aide alimentaire
ASSOCIATION FAMILIALE LAIQUE BASTIDE (AFLB),1 RUE Etobon Chênebier,33100,Bordeaux,44.84181,-0.552496,0.9752,Active,"mettre en oeuvre toutes actions favorisant l'insertion sociale et professionnelle, en particulier grâce à ses chantiers d'insertion (CI) ; promouvoir, aider et gérer toutes réalisations d'actions sociales, éducatives ou culturelles au bénéfice de familles : par l'accompagnement familial ou social (surendettement, consommation, aide éducative budgétaire, etc...) ; par la prise en compte des intérêts des usagers des établissements d'enseignement, d'éducation, d'apprentissage, de placement, d'orientation, de perfectionnement, de loisirs et de culture ; par l'accompagnement à la scolarité, la remise à niveau, l'apprentissage de la langue française, y compris dans les familles ; par l'accès à une aide alimentaire ; par l'éducation à la citoyenneté, à la protection de l'environnement et du cadre de vie dans le respect du principe de développement durable ; par la représentation et la défense des locataires et accédants à la propriété ; par l'accompagnement social lié au logement. Ainsi que toute autre activité de soutien et d'animation décidée par le conseil d'administration",,aide alimentaire
ASSOCIATION CAPOEIRA CULTURA BRASILEIRA - ACCBR,2 ALL des Forsythias  Appt 275,33600,Pessac,44.791784,-0.630754,0.6923,Active,"développer la capoeira en Aquitaine en assurant des stages et des cours ainsi que la culture brésilienne, aider à l'éducation des enfants des rues de Salvador de Bahai par le développement de cours de capoeira, aide alimentaire, et fourniture de matériel.elle étendra ensuite ce projet aux enfants français en difficulté",,aide alimentaire
CALLE SOLIDAIRE,208 rue des Orangers,33200,Bordeaux,44.861207,-0.625462,0.9822,Active,"association de solidarité locale ayant pour but de rassembler des personnes bénévoles afin d'aller à la rencontre des personnes vivants dans laue. Lors de cette rencontre les bénévoles apportent un soutien alimentaire, viennent discuter et informer les personnes. L'association bénéficie du soutien de la banque alimentaire, de diverses manifestations et sensibilisation auprès de la population. L'association a pour objectif que les rencontres soient quotidiennes",,banque alimentaire
SOLUTION-ENDETTEMENT-SERVICE (S-E-S),7 ALL Brignon,33140,Villenave-d'Ornon,44.768876,-0.566291,0.8196,Active,"aider et accompagner toute personne en difficulté financière (particuliers et professionnels) ; mise à disposition pour nos adhérents de nos connaissances et compétences juridiques en matière d'endettement ; les quatre domaines d'interventions sont les suivants : la constitution de dossiers de surendettement (si nécessaire) auprès de la commission de la banque de france, et ou aide au rétablissement à l'amiable avec les créanciers ou procédure collective pour les professionnels ; la rédaction de divers courriers (auprès des différents organismes de crédit pour étudier de nouvelles possibilités de remboursement, contact téléphonique avec tous les créanciers, diverses démarches administratives) ; le prêt ou le don de matériels (vêtements, mobilier, électroménager, matériel informatique) pour les personnes en situation délicate et  ou en précarité ; distribution alimentaire",,distribution alimentaire
L'ILE AUX OISEAUX,31 COUR2 Gambetta,33210,Langon,44.554289,-0.253882,0.8487,Active,"développement et promotion de club de loisirs en Aquitaine, conception d'ateliers de danses et d'activités diverses, création de spectacles, représentation artistiques, organisation de manifestations à caractère culturels sportifs ou caritatifs, aide alimentaire aux personnes nécessiteuses en France comme à l'étranger",,aide alimentaire
LUMIERE COMMUNE - LC,44 RUE Montmejean,33100,Bordeaux,44.841086,-0.555795,0.9804,Active,"concevoir, organiser et développer des actions à caractère culturel, social, éducatif et caritatif, visant à renforcer la cohésion sociale, favoriser le vivre-ensemble, prévenir les situations d'exclusion et soutenir l'insertion ; elle intervient notamment en direction des jeunes, des familles et des publics en situation de fragilité, tout en s'adressant plus largement à tout public ;   proposer des actions éducatives telles que l'aide aux devoirs, le soutien scolaire, des ateliers pédagogiques, ainsi que des initiations aux langues;organiser des événements culturels, éducatifs et citoyens favorisant l'ouverture, le partage et la participation locale de mettre en œuvre des actions de solidarité distributions alimentaires, maraudes, aides ponctuelles de développer des initiatives renforçant le lien social, la solidarité de proximité et la cohésion au sein des territoires;accompagner, orienter et valoriser les initiatives et projets à vocation sociale ou solidaire et plus généralement, toute action se rattachant directement ou indirectement à cet objet",,distribution alimentaire
